56779	1785522760-KTP4	289	2	31	19	4	0	0	5114	3
56780	1785522760-KTP4	297	2	16	14	5	0	0	2629	4
56781	1785522760-KTP4	298	2	22	21	5	0	0	3740	4
56782	1785522760-KTP4	308	2	26	11	0	0	0	3428	2
56783	1785522760-KTP4	309	2	12	19	5	0	0	1765	2
56784	1785522760-KTP4	310	2	16	17	1	1	0	2520	3
56785	1785522760-KTP4	313	2	13	17	5	0	0	2675	3
56786	1785522760-KTP4	317	2	15	19	1	0	0	2581	5
56787	1785522760-KTP4	318	2	19	17	8	0	0	3591	2
56788	1785522760-KTP4	324	2	16	17	2	2	0	2944	3
56789	1785522760-KTP4	328	2	17	22	4	0	0	2648	1
56790	1785522760-KTP4	340	2	10	20	2	0	0	1702	0
56794	1785522760-KTP4	289	0	52	42	7	0	0	8952	4
56795	1785522760-KTP4	297	0	32	32	9	0	0	5922	12
56796	1785522760-KTP4	298	0	43	44	10	1	0	7185	4
56797	1785522760-KTP4	308	0	49	26	5	1	0	8177	2
56798	1785522760-KTP4	309	0	29	42	7	0	0	4395	4
56799	1785522760-KTP4	310	0	39	34	4	1	0	6467	5
56800	1785522760-KTP4	313	0	35	35	6	0	0	6595	7
56801	1785522760-KTP4	317	0	29	35	7	2	0	5667	10
56802	1785522760-KTP4	318	0	37	37	15	0	0	6150	4
56803	1785522760-KTP4	324	0	31	36	2	2	0	5213	7
56804	1785522760-KTP4	328	0	36	38	7	0	0	5912	4
56805	1785522760-KTP4	340	0	25	36	6	0	0	3838	2
56809	1785523253-KTP1	290	1	24	20	7	0	0	2888	5
56810	1785523253-KTP1	293	1	19	17	0	0	0	2738	1
56811	1785523253-KTP1	304	1	24	20	4	0	0	4187	5
56812	1785523253-KTP1	312	1	19	16	2	0	0	3564	2
56813	1785523253-KTP1	315	1	25	23	2	0	0	3592	3
56814	1785523253-KTP1	325	1	19	18	7	0	0	4761	5
56815	1785523253-KTP1	326	1	17	22	4	0	0	3413	7
56816	1785523253-KTP1	329	1	11	15	4	0	0	2483	4
56817	1785523253-KTP1	331	1	25	14	4	0	0	3948	3
56818	1785523253-KTP1	333	1	14	25	5	2	0	2696	0
56819	1785523253-KTP1	336	1	14	20	1	0	0	1996	1
56820	1785523253-KTP1	343	1	17	18	6	0	0	3035	0
56824	1785523253-KTP1	290	2	18	23	2	2	0	3123	4
56825	1785523253-KTP1	293	2	20	21	3	0	0	3090	3
56826	1785523253-KTP1	304	2	30	18	1	0	0	3940	3
56827	1785523253-KTP1	312	2	22	22	5	0	0	3496	1
56828	1785523253-KTP1	315	2	16	22	6	0	0	2467	5
56829	1785523253-KTP1	325	2	19	15	2	1	0	3591	7
56830	1785523253-KTP1	326	2	20	16	10	1	0	3363	8
56831	1785523253-KTP1	329	2	11	20	1	0	0	1855	3
56832	1785523253-KTP1	331	2	23	16	5	0	0	3454	5
56833	1785523253-KTP1	333	2	14	20	3	3	0	2804	3
56834	1785523253-KTP1	336	2	17	19	2	0	0	3376	5
56835	1785523253-KTP1	343	2	19	17	4	1	0	2877	4
56839	1785523253-KTP1	290	0	42	43	9	2	0	6011	9
56840	1785523253-KTP1	293	0	39	38	3	0	0	5828	4
56841	1785523253-KTP1	304	0	54	38	5	0	0	8127	8
56842	1785523253-KTP1	312	0	41	38	7	0	0	7060	3
56843	1785523253-KTP1	315	0	41	45	8	0	0	6059	8
56844	1785523253-KTP1	325	0	38	33	9	1	0	8352	12
56845	1785523253-KTP1	326	0	37	38	14	1	0	6776	15
56846	1785523253-KTP1	329	0	22	35	5	0	0	4338	7
56847	1785523253-KTP1	331	0	48	30	9	0	0	7402	8
56848	1785523253-KTP1	333	0	28	45	8	5	0	5500	3
56849	1785523253-KTP1	336	0	31	39	3	0	0	5372	6
56850	1785523253-KTP1	343	0	36	35	10	1	0	5912	4
56854	1785522786-KTP3	288	1	26	22	4	0	0	3336	10
56855	1785522786-KTP3	291	1	30	23	3	0	0	4227	3
56856	1785522786-KTP3	294	1	16	29	1	0	0	2343	6
56857	1785522786-KTP3	296	1	18	23	0	0	0	3045	9
56858	1785522786-KTP3	311	1	22	25	3	0	0	4164	5
56859	1785522786-KTP3	327	1	25	20	5	0	0	4154	6
56860	1785522786-KTP3	332	1	16	33	0	0	0	2738	9
56861	1785522786-KTP3	335	1	21	26	3	1	0	3310	8
56862	1785522786-KTP3	341	1	26	19	8	1	0	4041	5
56863	1785522786-KTP3	346	1	26	20	4	0	0	4755	0
56864	1785522786-KTP3	347	1	29	24	3	0	0	4796	6
56865	1785522786-KTP3	348	1	31	22	6	0	0	5264	3
56869	1785522786-KTP3	288	2	34	26	3	1	0	5002	8
56870	1785522786-KTP3	291	2	29	18	7	0	0	4605	8
56871	1785522786-KTP3	294	2	12	34	2	1	0	2088	4
56872	1785522786-KTP3	296	2	20	26	4	0	0	3695	5
56873	1785522786-KTP3	311	2	28	26	3	0	0	4950	4
56874	1785522786-KTP3	327	2	25	19	3	0	0	3590	5
56875	1785522786-KTP3	332	2	36	34	6	0	0	6016	3
56876	1785522786-KTP3	335	2	30	26	2	0	0	3913	3
56877	1785522786-KTP3	341	2	14	23	1	0	0	2156	4
56878	1785522786-KTP3	346	2	20	26	2	0	0	3171	6
56879	1785522786-KTP3	347	2	27	28	4	0	0	4701	4
56880	1785522786-KTP3	348	2	42	31	11	0	0	6963	3
56884	1785522786-KTP3	288	0	60	48	7	1	0	8338	18
56885	1785522786-KTP3	291	0	59	41	10	0	0	8832	11
56886	1785522786-KTP3	294	0	28	63	3	1	0	4431	10
56887	1785522786-KTP3	296	0	38	49	4	0	0	6740	14
56888	1785522786-KTP3	311	0	50	51	6	0	0	9114	9
56889	1785522786-KTP3	327	0	50	39	8	0	0	7744	11
56890	1785522786-KTP3	332	0	52	67	6	0	0	8754	12
56891	1785522786-KTP3	335	0	51	52	5	1	0	7223	11
56892	1785522786-KTP3	341	0	40	42	9	1	0	6197	9
56893	1785522786-KTP3	346	0	46	46	6	0	0	7926	6
56894	1785522786-KTP3	347	0	56	52	7	0	0	9497	10
56895	1785522786-KTP3	348	0	73	53	17	0	0	12227	6
